@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 {0,1,2,3,4,5,6,7,8,9,10}
@attribute outputs-14 {0,1,2,3,4,5,6,7,8,9,10}
@attribute outputs-15 {0,1,2,3,4,5,6,7,8,9,10}

@data
5184,'2020/03/29 19:05:37:952',6,102.484695,283.83847,30.796658,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5185,'2020/03/29 19:05:37:968',6,102.487968,284.022705,31.06295,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5186,'2020/03/29 19:05:37:987',6,102.501175,284.010742,31.274694,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5187,'2020/03/29 19:05:38:002',6,102.492432,283.969299,31.477922,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5188,'2020/03/29 19:05:38:021',6,102.507988,283.880005,31.626019,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5189,'2020/03/29 19:05:38:037',6,102.571449,283.834656,31.708914,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5190,'2020/03/29 19:05:38:055',6,102.569733,283.815857,31.802065,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5191,'2020/03/29 19:05:38:071',6,102.579338,283.753876,31.844414,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5192,'2020/03/29 19:05:38:089',6,102.580734,283.55777,31.826456,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5193,'2020/03/29 19:05:38:106',6,102.587906,283.525452,31.807461,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5194,'2020/03/29 19:05:38:125',6,102.549744,283.53775,31.80707,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5195,'2020/03/29 19:05:38:140',6,102.539063,283.710175,31.795927,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5196,'2020/03/29 19:05:38:158',6,102.49131,283.810791,31.797993,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5197,'2020/03/29 19:05:38:175',6,102.429596,283.787109,31.749498,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5198,'2020/03/29 19:05:38:193',6,102.359795,283.762634,31.709007,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5199,'2020/03/29 19:05:38:210',6,102.350182,283.769836,31.669447,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5200,'2020/03/29 19:05:38:230',6,102.368576,283.804626,31.612812,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5201,'2020/03/29 19:05:38:245',6,102.394279,283.804413,31.578394,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5202,'2020/03/29 19:05:38:264',6,102.433495,283.831573,31.561296,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5203,'2020/03/29 19:05:38:280',6,102.446968,283.777039,31.543497,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5204,'2020/03/29 19:05:38:298',6,102.492317,283.556122,31.510124,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5205,'2020/03/29 19:05:38:315',6,102.565193,283.53009,31.512024,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5206,'2020/03/29 19:05:38:332',6,102.661758,283.513763,31.458084,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5207,'2020/03/29 19:05:38:350',6,102.710815,283.446564,31.340954,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5208,'2020/03/29 19:05:38:369',6,102.738205,283.406372,31.244122,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5209,'2020/03/29 19:05:38:384',6,102.810448,283.380981,31.118555,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5210,'2020/03/29 19:05:38:403',6,102.836914,283.480927,31.068642,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5211,'2020/03/29 19:05:38:418',6,102.855606,283.483917,31.005966,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5212,'2020/03/29 19:05:38:438',6,102.839622,283.559326,30.940044,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5213,'2020/03/29 19:05:38:454',6,102.817169,283.608948,30.9137,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5214,'2020/03/29 19:05:38:471',6,102.789772,283.606598,30.883789,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5215,'2020/03/29 19:05:38:489',6,102.750816,283.690979,30.859341,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5216,'2020/03/29 19:05:38:505',6,102.656319,283.730835,30.803034,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5217,'2020/03/29 19:05:38:522',6,102.427139,283.494385,30.68388,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5218,'2020/03/29 19:05:38:540',6,102.11908,283.1716,30.55242,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5219,'2020/03/29 19:05:38:556',6,101.793549,282.684204,30.328417,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5220,'2020/03/29 19:05:38:575',6,101.382454,282.213196,30.130236,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5221,'2020/03/29 19:05:38:590',6,101.078094,281.748749,29.831493,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5222,'2020/03/29 19:05:38:610',6,100.801758,281.353668,29.576902,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5223,'2020/03/29 19:05:38:627',6,100.577126,281.039917,29.285074,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5224,'2020/03/29 19:05:38:644',6,100.457603,280.783478,29.009544,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5225,'2020/03/29 19:05:38:660',6,100.384178,280.684875,28.814661,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5226,'2020/03/29 19:05:38:680',6,100.352814,280.651581,28.741022,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5227,'2020/03/29 19:05:38:697',6,100.351105,280.691101,28.657614,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5228,'2020/03/29 19:05:38:715',6,100.351822,280.649231,28.56628,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5229,'2020/03/29 19:05:38:731',6,100.314087,280.612976,28.551687,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5230,'2020/03/29 19:05:38:749',6,100.289803,280.64975,28.532347,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5231,'2020/03/29 19:05:38:766',6,100.283707,280.719238,28.495266,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5232,'2020/03/29 19:05:38:783',6,100.232613,280.847656,28.500116,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5233,'2020/03/29 19:05:38:800',6,100.174561,281.098572,28.498131,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5234,'2020/03/29 19:05:38:818',6,100.050613,281.393921,28.46427,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5235,'2020/03/29 19:05:38:835',6,99.847664,281.684845,28.452744,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5236,'2020/03/29 19:05:38:853',6,99.639038,282.203278,28.445263,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5237,'2020/03/29 19:05:38:871',6,99.457901,282.730713,28.426992,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5238,'2020/03/29 19:05:38:889',6,99.207489,283.136688,28.397364,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5239,'2020/03/29 19:05:38:903',6,98.960358,283.395935,28.47253,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5240,'2020/03/29 19:05:38:922',6,98.773163,283.609497,28.537073,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5241,'2020/03/29 19:05:38:938',6,98.59552,283.894745,28.610933,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5242,'2020/03/29 19:05:38:956',6,98.420006,284.007446,28.658443,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5243,'2020/03/29 19:05:38:973',6,98.330597,284.153351,28.637817,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5244,'2020/03/29 19:05:38:991',6,98.286972,284.366028,28.567951,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5245,'2020/03/29 19:05:39:009',6,98.176491,284.452911,28.577852,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5246,'2020/03/29 19:05:39:027',6,98.043335,284.446838,28.619318,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5247,'2020/03/29 19:05:39:042',6,97.890091,284.355103,28.640621,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5248,'2020/03/29 19:05:39:061',6,97.763687,284.157379,28.602526,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5249,'2020/03/29 19:05:39:079',6,97.699005,284.014526,28.561649,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5250,'2020/03/29 19:05:39:095',6,97.617851,283.930756,28.529987,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5251,'2020/03/29 19:05:39:111',6,97.576157,283.809204,28.49135,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5252,'2020/03/29 19:05:39:131',6,97.53447,283.718201,28.439831,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5253,'2020/03/29 19:05:39:148',6,97.469986,283.671051,28.410126,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5254,'2020/03/29 19:05:39:165',6,97.443451,283.641449,28.423063,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5255,'2020/03/29 19:05:39:182',6,97.4375,283.561798,28.464989,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5256,'2020/03/29 19:05:39:200',6,97.444504,283.490295,28.445417,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5257,'2020/03/29 19:05:39:216',6,97.420837,283.398499,28.502733,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5258,'2020/03/29 19:05:39:234',6,97.419304,283.347839,28.539282,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5259,'2020/03/29 19:05:39:251',6,97.457298,283.356873,28.614735,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5260,'2020/03/29 19:05:39:270',6,97.524063,283.315308,28.660831,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5261,'2020/03/29 19:05:39:285',6,97.556229,283.223907,28.671791,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5262,'2020/03/29 19:05:39:304',6,97.567589,283.086304,28.68292,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5263,'2020/03/29 19:05:39:320',6,97.605286,283.033447,28.702127,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5264,'2020/03/29 19:05:39:338',6,97.612267,282.904877,28.606989,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5265,'2020/03/29 19:05:39:356',6,97.599892,282.782288,28.55933,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5266,'2020/03/29 19:05:39:373',6,97.622696,282.670593,28.48703,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5267,'2020/03/29 19:05:39:390',6,97.633354,282.581909,28.448191,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5268,'2020/03/29 19:05:39:408',6,97.597023,282.496643,28.40107,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5269,'2020/03/29 19:05:39:424',6,97.559052,282.529236,28.432901,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5270,'2020/03/29 19:05:39:443',6,97.56778,282.556732,28.408077,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5271,'2020/03/29 19:05:40:381',6,-22.652987,385.832184,0.576551,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5272,'2020/03/29 19:05:40:401',6,-22.065714,386.810181,0.310223,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5273,'2020/03/29 19:05:40:404',6,-20.384071,386.472137,-0.331136,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5274,'2020/03/29 19:05:40:417',6,-19.947363,386.852417,-0.598808,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5275,'2020/03/29 19:05:40:435',6,-19.353407,386.547455,-0.696893,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5276,'2020/03/29 19:05:40:450',6,-18.914221,386.408722,-0.598827,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5277,'2020/03/29 19:05:40:468',6,-18.839636,386.734283,-0.657293,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5278,'2020/03/29 19:05:40:483',6,-18.671724,386.899719,-0.696519,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5279,'2020/03/29 19:05:40:502',6,-18.59572,387.266937,-0.571744,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5280,'2020/03/29 19:05:40:520',6,-18.508368,387.620026,-0.693099,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5281,'2020/03/29 19:05:40:535',6,-18.204573,387.279816,-0.549798,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5282,'2020/03/29 19:05:40:553',6,-18.114445,387.36853,-0.685382,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5283,'2020/03/29 19:05:40:571',6,-17.803989,386.912872,-0.662745,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5284,'2020/03/29 19:05:40:588',6,-17.449017,387.120758,-0.840944,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5285,'2020/03/29 19:05:40:605',6,-17.102467,387.396454,-0.85103,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5286,'2020/03/29 19:05:40:621',6,-16.911699,387.223267,-0.760197,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5287,'2020/03/29 19:05:40:640',6,-16.730556,387.616913,-0.739094,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5288,'2020/03/29 19:05:40:655',6,-16.502142,387.842773,-0.884079,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5289,'2020/03/29 19:05:40:673',6,-16.419178,387.539032,-1.030725,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5290,'2020/03/29 19:05:40:691',6,-16.278549,386.59198,-1.187678,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5291,'2020/03/29 19:05:40:709',6,-16.355661,386.045868,-1.31652,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5292,'2020/03/29 19:05:40:725',6,-16.494766,386.200287,-1.573639,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5293,'2020/03/29 19:05:40:743',6,-16.625237,386.75174,-1.915734,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5294,'2020/03/29 19:05:40:759',6,-16.815229,386.896667,-2.061533,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5295,'2020/03/29 19:05:40:779',6,-17.019049,386.908844,-2.170451,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5296,'2020/03/29 19:05:40:794',6,-17.157814,386.991882,-2.37275,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5297,'2020/03/29 19:05:40:814',6,-17.212776,387.010315,-2.592229,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5298,'2020/03/29 19:05:40:831',6,-17.288227,386.622528,-2.526863,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5299,'2020/03/29 19:05:40:848',6,-17.370195,386.708435,-2.631629,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5300,'2020/03/29 19:05:40:865',6,-17.416775,386.767303,-2.846546,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5301,'2020/03/29 19:05:40:885',6,-17.472742,386.600464,-2.921843,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5302,'2020/03/29 19:05:40:900',6,-17.50198,386.442169,-2.880652,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5303,'2020/03/29 19:05:40:917',6,-17.641302,386.609009,-2.833277,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5304,'2020/03/29 19:05:40:934',6,-17.607485,386.581512,-2.820169,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5305,'2020/03/29 19:05:40:954',6,-17.514153,386.688599,-2.987525,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5306,'2020/03/29 19:05:40:970',6,-17.48889,386.518494,-3.01366,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5307,'2020/03/29 19:05:40:993',6,-17.420149,385.843781,-2.83073,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5308,'2020/03/29 19:05:41:005',6,-17.37534,385.304901,-2.67371,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5309,'2020/03/29 19:05:41:023',6,-17.352436,385.134705,-2.419555,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5310,'2020/03/29 19:05:41:038',6,-17.351383,385.45285,-2.18418,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5311,'2020/03/29 19:05:41:056',6,-17.322844,385.417175,-2.200845,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5312,'2020/03/29 19:05:41:072',6,-17.261871,385.334625,-2.227139,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5313,'2020/03/29 19:05:41:098',6,-17.277664,385.641266,-2.164757,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5314,'2020/03/29 19:05:41:117',6,-17.20336,386.090637,-2.067524,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
5315,'2020/03/29 19:05:41:134',6,-17.117496,386.240356,-1.963882,0.769013,0.287105,0.555884,0.311585,0.21324,0.107913,0.183631,0.506003,0.65224,0.512069,0.368962,0.928699,7,6,3
