@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 {0,1,2,3,4,5,6,7,8,9,10}
@attribute outputs-14 {0,1,2,3,4,5,6,7,8,9,10}
@attribute outputs-15 {0,1,2,3,4,5,6,7,8,9,10}

@data
5052,'2020/03/29 19:05:35:351',6,-30.685093,236.716614,34.176006,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5053,'2020/03/29 19:05:35:367',6,-30.769569,236.970047,33.64946,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5054,'2020/03/29 19:05:35:389',6,-30.841013,237.003372,33.071781,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5055,'2020/03/29 19:05:35:403',6,-30.861145,237.192825,32.588409,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5056,'2020/03/29 19:05:35:419',6,-30.917976,237.442535,32.060013,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5057,'2020/03/29 19:05:35:437',6,-30.92557,237.65506,31.661484,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5058,'2020/03/29 19:05:35:455',6,-30.905907,237.809006,31.267292,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5059,'2020/03/29 19:05:35:471',6,-30.90848,237.948654,30.900089,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5060,'2020/03/29 19:05:35:488',6,-30.954878,238.198288,30.626942,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5061,'2020/03/29 19:05:35:505',6,-31.020588,238.370621,30.401466,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5062,'2020/03/29 19:05:35:522',6,-31.087166,238.601288,30.254911,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5063,'2020/03/29 19:05:35:540',6,-31.177486,238.803177,30.050642,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5064,'2020/03/29 19:05:35:556',6,-31.339794,238.98085,29.898031,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5065,'2020/03/29 19:05:35:575',6,-31.547422,239.076752,29.796793,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5066,'2020/03/29 19:05:35:591',6,-31.827549,239.12822,29.760065,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5067,'2020/03/29 19:05:35:609',6,-32.116287,239.089218,29.614954,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5068,'2020/03/29 19:05:35:626',6,-32.427582,239.044388,29.535856,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5069,'2020/03/29 19:05:35:653',6,-32.711781,238.98761,29.428787,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5070,'2020/03/29 19:05:35:662',6,-33.002602,238.887741,29.379738,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5071,'2020/03/29 19:05:35:681',6,-33.23597,238.691696,29.335995,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5072,'2020/03/29 19:05:35:696',6,-33.407398,238.4561,29.260338,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5073,'2020/03/29 19:05:35:715',6,-33.511108,238.114227,29.151348,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5074,'2020/03/29 19:05:35:733',6,-33.56855,237.812607,29.047897,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5075,'2020/03/29 19:05:35:751',6,-33.616009,237.602371,28.959551,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5076,'2020/03/29 19:05:35:767',6,-33.628452,237.411423,28.894402,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5077,'2020/03/29 19:05:35:784',6,-33.631893,237.250671,28.794111,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5078,'2020/03/29 19:05:35:801',6,-33.590919,237.060455,28.693096,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5079,'2020/03/29 19:05:35:818',6,-33.536396,236.940063,28.575043,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5080,'2020/03/29 19:05:35:835',6,-33.42783,236.748322,28.472401,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5081,'2020/03/29 19:05:35:852',6,-33.322632,236.607239,28.335955,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5082,'2020/03/29 19:05:35:871',6,-33.231167,236.539612,28.216747,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5083,'2020/03/29 19:05:35:888',6,-33.141933,236.423889,28.043459,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5084,'2020/03/29 19:05:35:904',6,-33.043186,236.345779,27.852156,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5085,'2020/03/29 19:05:35:925',6,-32.963005,236.308395,27.651461,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5086,'2020/03/29 19:05:35:938',6,-32.852146,236.299149,27.44729,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5087,'2020/03/29 19:05:35:955',6,-32.744671,236.260406,27.248167,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5088,'2020/03/29 19:05:35:972',6,-32.6171,236.188614,27.061672,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5089,'2020/03/29 19:05:35:990',6,-32.522964,236.169571,26.895746,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5090,'2020/03/29 19:05:36:007',6,-32.470757,236.251724,26.788052,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5091,'2020/03/29 19:05:36:025',6,-32.396008,236.255768,26.674894,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5092,'2020/03/29 19:05:36:042',6,-32.35516,236.283356,26.596375,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5093,'2020/03/29 19:05:36:061',6,-32.322056,236.182632,26.548729,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5094,'2020/03/29 19:05:36:077',6,-32.318924,236.061569,26.50272,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5095,'2020/03/29 19:05:36:096',6,-32.298031,235.89711,26.45558,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5096,'2020/03/29 19:05:36:111',6,-32.36565,235.748428,26.389988,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5097,'2020/03/29 19:05:36:130',6,-32.47263,235.498337,26.308443,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5098,'2020/03/29 19:05:36:148',6,-32.580219,235.275543,26.20999,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5099,'2020/03/29 19:05:36:165',6,-32.709793,235.130402,26.087748,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5100,'2020/03/29 19:05:36:183',6,-32.819244,234.9608,26.008244,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5101,'2020/03/29 19:05:36:200',6,-32.888069,234.799362,25.879993,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5102,'2020/03/29 19:05:36:216',6,-32.947823,234.684784,25.825426,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5103,'2020/03/29 19:05:36:235',6,-32.993271,234.654617,25.804338,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5104,'2020/03/29 19:05:36:252',6,-33.02142,234.697159,25.768852,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5105,'2020/03/29 19:05:36:268',6,-33.036354,234.724228,25.746342,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5106,'2020/03/29 19:05:36:287',6,-33.064556,234.751205,25.741127,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5107,'2020/03/29 19:05:36:304',6,-33.081268,234.863586,25.727051,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5108,'2020/03/29 19:05:36:321',6,-33.093849,234.935455,25.724188,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5109,'2020/03/29 19:05:36:337',6,-33.093189,234.985687,25.707201,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5110,'2020/03/29 19:05:36:354',6,-33.109013,235.082397,25.708775,0.204754,0.689077,0.299456,0.757591,0.333645,0.018323,0.758169,0.524597,0.337272,0.456335,0.985109,0.082156,1,7,4
5111,'2020/03/29 19:05:36:716',6,-24.225031,230.621292,23.774887,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5112,'2020/03/29 19:05:36:725',6,-22.520571,230.399826,23.455507,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5113,'2020/03/29 19:05:36:729',6,-20.581083,230.297409,23.366091,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5114,'2020/03/29 19:05:36:739',6,-18.318483,230.158356,23.226654,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5115,'2020/03/29 19:05:36:760',6,-15.694869,230.061234,23.098652,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5116,'2020/03/29 19:05:36:773',6,-12.675875,230.208481,23.168295,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5117,'2020/03/29 19:05:36:789',6,-9.286557,230.470047,23.102406,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5118,'2020/03/29 19:05:36:807',6,-5.50886,230.97821,22.832335,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5119,'2020/03/29 19:05:36:823',6,-1.34648,231.691208,22.409889,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5120,'2020/03/29 19:05:36:839',6,3.192878,232.6875,21.98134,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5121,'2020/03/29 19:05:36:856',6,7.83438,233.784439,21.728212,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5122,'2020/03/29 19:05:36:876',6,12.722061,235.042023,21.428839,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5123,'2020/03/29 19:05:36:893',6,17.758387,236.06279,21.240641,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5124,'2020/03/29 19:05:36:909',6,22.825462,237.171844,21.074823,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5125,'2020/03/29 19:05:36:926',6,27.988411,238.014267,20.800272,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5126,'2020/03/29 19:05:36:944',6,33.065586,238.92012,20.615234,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5127,'2020/03/29 19:05:36:964',6,38.112671,239.728516,20.18914,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5128,'2020/03/29 19:05:36:983',6,42.847412,240.58812,19.969246,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5129,'2020/03/29 19:05:36:998',6,47.237793,241.853928,19.766705,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5130,'2020/03/29 19:05:37:017',6,51.267715,243.136841,19.544802,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5131,'2020/03/29 19:05:37:033',6,54.903465,244.565964,19.257092,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5132,'2020/03/29 19:05:37:052',6,58.267673,246.010178,18.972366,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5133,'2020/03/29 19:05:37:070',6,61.380669,247.640427,18.476789,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5134,'2020/03/29 19:05:37:086',6,64.304024,249.4048,18.044985,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5135,'2020/03/29 19:05:37:106',6,67.204765,251.423935,17.617151,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5136,'2020/03/29 19:05:37:123',6,70.030388,253.259811,17.255579,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5137,'2020/03/29 19:05:37:140',6,72.82811,254.926254,16.857998,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5138,'2020/03/29 19:05:37:158',6,75.60508,256.833099,16.548275,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5139,'2020/03/29 19:05:37:171',6,78.495201,258.451111,16.457218,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5140,'2020/03/29 19:05:37:192',6,81.525192,260.329132,16.342266,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5141,'2020/03/29 19:05:37:205',6,84.691536,261.778748,16.264191,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5142,'2020/03/29 19:05:37:223',6,87.90963,263.150421,16.162285,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5143,'2020/03/29 19:05:37:240',6,90.923248,264.316498,16.228003,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5144,'2020/03/29 19:05:37:259',6,93.910622,265.804169,16.45602,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5145,'2020/03/29 19:05:37:274',6,96.661049,267.381714,16.990986,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5146,'2020/03/29 19:05:37:293',6,99.192825,269.017975,17.694803,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5147,'2020/03/29 19:05:37:309',6,101.452026,270.908691,18.384043,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5148,'2020/03/29 19:05:37:328',6,103.495178,272.855927,19.252625,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5149,'2020/03/29 19:05:37:347',6,105.354507,275.205658,20.171106,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5150,'2020/03/29 19:05:37:362',6,106.999176,277.603333,21.13266,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5151,'2020/03/29 19:05:37:380',6,108.367592,279.554016,22.027861,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5152,'2020/03/29 19:05:37:400',6,109.506248,281.372101,22.908529,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5153,'2020/03/29 19:05:37:417',6,110.40139,283.036865,23.757725,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5154,'2020/03/29 19:05:37:437',6,111.196609,284.302765,24.483774,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5155,'2020/03/29 19:05:37:453',6,111.741226,285.440704,25.093365,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5156,'2020/03/29 19:05:37:469',6,112.193062,286.241577,25.892635,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5157,'2020/03/29 19:05:37:485',6,112.492859,286.900604,26.460115,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5158,'2020/03/29 19:05:37:502',6,112.555847,287.113159,26.981272,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5159,'2020/03/29 19:05:37:519',6,112.334221,287.069794,27.644243,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5160,'2020/03/29 19:05:37:537',6,112.151863,286.985107,27.922926,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5161,'2020/03/29 19:05:37:553',6,111.919304,286.833679,28.210197,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5162,'2020/03/29 19:05:37:572',6,111.600136,286.597595,28.383295,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5163,'2020/03/29 19:05:37:597',6,111.143936,286.08017,28.492577,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5164,'2020/03/29 19:05:37:605',6,110.58316,285.299652,28.487003,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5165,'2020/03/29 19:05:37:620',6,109.968018,284.549744,28.432165,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5166,'2020/03/29 19:05:37:639',6,109.346329,283.858582,28.327402,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5167,'2020/03/29 19:05:37:655',6,108.465881,283.063354,28.357073,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5168,'2020/03/29 19:05:37:673',6,107.779434,282.492798,28.373102,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5169,'2020/03/29 19:05:37:690',6,106.910263,281.803497,28.427092,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5170,'2020/03/29 19:05:37:709',6,106.244827,281.263031,28.347128,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5171,'2020/03/29 19:05:37:726',6,105.526093,280.854248,28.214256,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5172,'2020/03/29 19:05:37:743',6,104.94397,280.89566,28.174759,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5173,'2020/03/29 19:05:37:760',6,104.411201,280.932709,28.239811,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5174,'2020/03/29 19:05:37:779',6,104.010361,281.045563,28.285755,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5175,'2020/03/29 19:05:37:794',6,103.639824,281.423401,28.423536,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5176,'2020/03/29 19:05:37:811',6,103.329491,281.705505,28.598703,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5177,'2020/03/29 19:05:37:832',6,103.110886,281.887115,28.789537,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5178,'2020/03/29 19:05:37:849',6,102.841385,282.079285,29.027359,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5179,'2020/03/29 19:05:37:866',6,102.728836,282.43869,29.341387,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5180,'2020/03/29 19:05:37:882',6,102.683014,282.812622,29.571632,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5181,'2020/03/29 19:05:37:899',6,102.634193,283.103424,29.828615,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5182,'2020/03/29 19:05:37:917',6,102.639008,283.290405,30.003262,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
5183,'2020/03/29 19:05:37:935',6,102.510109,283.572449,30.431463,0.29109,0.576179,0.658727,0.377834,0.916575,0.796466,0.136291,0.188819,0.525176,0.691703,0.727869,0.979919,9,3,5
