@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 {0,1,2,3,4,5,6,7,8,9,10}
@attribute outputs-14 {0,1,2,3,4,5,6,7,8,9,10}

@data
253,'2020/04/15 17:23:09:811',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
254,'2020/04/15 17:23:09:846',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
255,'2020/04/15 17:23:09:879',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
256,'2020/04/15 17:23:09:908',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
257,'2020/04/15 17:23:09:941',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
258,'2020/04/15 17:23:09:974',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
259,'2020/04/15 17:23:10:007',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
260,'2020/04/15 17:23:10:039',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
261,'2020/04/15 17:23:10:067',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
262,'2020/04/15 17:23:10:099',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
263,'2020/04/15 17:23:10:148',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
264,'2020/04/15 17:23:10:179',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
265,'2020/04/15 17:23:10:210',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
266,'2020/04/15 17:23:10:243',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
267,'2020/04/15 17:23:10:274',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
268,'2020/04/15 17:23:10:309',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
269,'2020/04/15 17:23:10:341',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
270,'2020/04/15 17:23:10:374',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
271,'2020/04/15 17:23:10:404',4,0.836063,0.233938,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
272,'2020/04/15 17:23:10:436',4,0.839188,0.230995,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
273,'2020/04/15 17:23:10:467',4,0.839188,0.230995,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
274,'2020/04/15 17:23:14:966',5,0.428103,0.781643,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
275,'2020/04/15 17:23:14:996',5,0.426218,0.787893,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
276,'2020/04/15 17:23:15:031',5,0.426218,0.787893,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
277,'2020/04/15 17:23:15:060',5,0.426218,0.783362,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
278,'2020/04/15 17:23:15:092',5,0.426218,0.783362,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
279,'2020/04/15 17:23:15:124',5,0.426218,0.783362,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
280,'2020/04/15 17:23:15:155',5,0.426218,0.783362,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
281,'2020/04/15 17:23:15:188',5,0.426218,0.783362,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
282,'2020/04/15 17:23:15:237',5,0.426218,0.783362,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
283,'2020/04/15 17:23:15:266',5,0.426218,0.783362,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
284,'2020/04/15 17:23:15:299',5,0.422263,0.783362,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
285,'2020/04/15 17:23:15:331',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
286,'2020/04/15 17:23:15:363',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
287,'2020/04/15 17:23:15:397',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
288,'2020/04/15 17:23:15:427',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
289,'2020/04/15 17:23:15:458',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
290,'2020/04/15 17:23:15:490',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
291,'2020/04/15 17:23:15:524',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
292,'2020/04/15 17:23:15:556',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
293,'2020/04/15 17:23:15:588',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
294,'2020/04/15 17:23:15:620',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
295,'2020/04/15 17:23:15:658',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
296,'2020/04/15 17:23:15:687',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
297,'2020/04/15 17:23:15:715',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
298,'2020/04/15 17:23:15:748',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
299,'2020/04/15 17:23:15:780',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
300,'2020/04/15 17:23:15:812',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
301,'2020/04/15 17:23:15:860',5,0.422263,0.781214,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
302,'2020/04/15 17:23:15:891',5,0.422263,0.77822,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
303,'2020/04/15 17:23:15:924',5,0.422263,0.77822,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
304,'2020/04/15 17:23:15:955',5,0.422263,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
305,'2020/04/15 17:23:15:988',5,0.422263,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
306,'2020/04/15 17:23:16:020',5,0.422263,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
307,'2020/04/15 17:23:16:052',5,0.422263,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
308,'2020/04/15 17:23:16:086',5,0.422263,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
309,'2020/04/15 17:23:16:118',5,0.422263,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
310,'2020/04/15 17:23:16:146',5,0.422263,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
311,'2020/04/15 17:23:16:180',5,0.422263,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
312,'2020/04/15 17:23:16:214',5,0.426169,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
313,'2020/04/15 17:23:16:246',5,0.426169,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
314,'2020/04/15 17:23:16:275',5,0.426169,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
315,'2020/04/15 17:23:16:307',5,0.426169,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
316,'2020/04/15 17:23:16:340',5,0.426169,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
317,'2020/04/15 17:23:16:374',5,0.426169,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
318,'2020/04/15 17:23:16:402',5,0.424558,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
319,'2020/04/15 17:23:16:436',5,0.424558,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
320,'2020/04/15 17:23:16:484',5,0.424558,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
321,'2020/04/15 17:23:16:518',5,0.424558,0.774053,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
322,'2020/04/15 17:23:16:547',5,0.424558,0.777295,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
323,'2020/04/15 17:23:16:581',5,0.422673,0.777295,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
324,'2020/04/15 17:23:16:613',5,0.422673,0.777295,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
325,'2020/04/15 17:23:16:647',5,0.422673,0.782503,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
326,'2020/04/15 17:23:16:674',5,0.422673,0.782503,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
327,'2020/04/15 17:23:16:705',5,0.422673,0.786305,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
328,'2020/04/15 17:23:16:741',5,0.421023,0.786305,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
329,'2020/04/15 17:23:16:772',5,0.421023,0.786305,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
330,'2020/04/15 17:23:16:801',5,0.421023,0.783974,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
331,'2020/04/15 17:23:16:836',5,0.421023,0.783974,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
332,'2020/04/15 17:23:16:868',5,0.421023,0.783974,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
333,'2020/04/15 17:23:16:901',5,0.421023,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
334,'2020/04/15 17:23:16:933',5,0.424929,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
335,'2020/04/15 17:23:16:965',5,0.424929,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
336,'2020/04/15 17:23:16:994',5,0.424929,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
337,'2020/04/15 17:23:17:030',5,0.424929,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
338,'2020/04/15 17:23:17:059',5,0.424929,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
339,'2020/04/15 17:23:17:108',5,0.424929,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
340,'2020/04/15 17:23:17:139',5,0.423279,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
341,'2020/04/15 17:23:17:171',5,0.423279,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
342,'2020/04/15 17:23:17:204',5,0.423279,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
343,'2020/04/15 17:23:17:237',5,0.423279,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
344,'2020/04/15 17:23:17:271',5,0.421618,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
345,'2020/04/15 17:23:17:300',5,0.421618,0.786917,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
346,'2020/04/15 17:23:17:332',5,0.421618,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
347,'2020/04/15 17:23:17:364',5,0.419919,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
348,'2020/04/15 17:23:17:398',5,0.419919,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
349,'2020/04/15 17:23:17:430',5,0.419919,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
350,'2020/04/15 17:23:17:460',5,0.419919,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
351,'2020/04/15 17:23:17:493',5,0.417439,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
352,'2020/04/15 17:23:17:526',5,0.417439,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
353,'2020/04/15 17:23:17:555',5,0.417439,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
354,'2020/04/15 17:23:17:587',5,0.417439,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
355,'2020/04/15 17:23:17:621',5,0.417439,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
356,'2020/04/15 17:23:17:651',5,0.417439,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
357,'2020/04/15 17:23:17:684',5,0.417439,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
358,'2020/04/15 17:23:17:716',5,0.417439,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
359,'2020/04/15 17:23:17:764',5,0.417439,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
360,'2020/04/15 17:23:17:796',5,0.417439,0.784652,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
361,'2020/04/15 17:23:17:829',5,0.417439,0.782204,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
362,'2020/04/15 17:23:17:862',5,0.417439,0.782204,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
363,'2020/04/15 17:23:17:890',5,0.417439,0.782204,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
364,'2020/04/15 17:23:17:924',5,0.417439,0.782204,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
365,'2020/04/15 17:23:17:959',5,0.417439,0.782204,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
366,'2020/04/15 17:23:17:989',5,0.417439,0.782204,353.538269,0,0.917669,0.72001,0.723602,0.878139,0.179733,0.019349,0.664431,0.24427,0.592964,0.868542,0.641811,0.191907,1,4
