@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 {0,1,2,3,4,5,6,7,8,9,10}
@attribute outputs-14 {0,1,2,3,4,5,6,7,8,9,10}

@data
118,'2020/04/15 17:22:40:978',2,0.814707,0.79112,0.200351,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
119,'2020/04/15 17:22:41:012',2,0.808173,0.79112,357.047455,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
120,'2020/04/15 17:22:41:048',2,0.801934,0.796693,0.599978,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
121,'2020/04/15 17:22:41:076',2,0.798711,0.804596,357.742279,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
122,'2020/04/15 17:22:41:125',2,0.798711,0.815013,357.742279,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
123,'2020/04/15 17:22:41:156',2,0.807119,0.821941,357.742279,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
124,'2020/04/15 17:22:41:192',2,0.817089,0.824089,357.742279,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
125,'2020/04/15 17:22:41:224',2,0.828311,0.821941,0.301584,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
126,'2020/04/15 17:22:41:254',2,0.836855,0.815574,357.937988,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
127,'2020/04/15 17:22:41:285',2,0.840674,0.809258,0.504412,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
128,'2020/04/15 17:22:41:320',2,0.840674,0.802761,357.940857,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
129,'2020/04/15 17:22:41:350',2,0.836582,0.798478,0.203208,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
130,'2020/04/15 17:22:41:383',2,0.832031,0.798478,0.203208,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
131,'2020/04/15 17:22:41:414',2,0.827803,0.798478,358.041901,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
132,'2020/04/15 17:22:41:441',2,0.824678,0.802083,358.041901,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
133,'2020/04/15 17:22:41:479',2,0.824678,0.802083,358.041901,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
134,'2020/04/15 17:22:41:508',2,0.824678,0.806498,0.601032,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
135,'2020/04/15 17:22:41:541',2,0.824678,0.803555,358.041748,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
136,'2020/04/15 17:22:41:574',2,0.824678,0.803555,358.041748,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
137,'2020/04/15 17:22:41:603',2,0.828398,0.797735,358.041748,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
138,'2020/04/15 17:22:41:635',2,0.828398,0.797735,0.202846,0,0.556825,0.067,0.714682,0.190441,0.798703,0.615444,0.985961,0.049494,0.612405,0.838603,0.86401,0.476572,4,1
139,'2020/04/15 17:22:59:603',3,0.178027,0.529677,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
140,'2020/04/15 17:22:59:636',3,0.178027,0.532255,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
141,'2020/04/15 17:22:59:671',3,0.178027,0.535992,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
142,'2020/04/15 17:22:59:700',3,0.178027,0.535992,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
143,'2020/04/15 17:22:59:733',3,0.178027,0.533231,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
144,'2020/04/15 17:22:59:765',3,0.178027,0.533231,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
145,'2020/04/15 17:22:59:798',3,0.176191,0.533231,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
146,'2020/04/15 17:22:59:827',3,0.179406,0.533231,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
147,'2020/04/15 17:22:59:860',3,0.177617,0.536422,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
148,'2020/04/15 17:22:59:894',3,0.177617,0.536422,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
149,'2020/04/15 17:22:59:923',3,0.177617,0.536422,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
150,'2020/04/15 17:22:59:954',3,0.175918,0.533596,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
151,'2020/04/15 17:22:59:990',3,0.175918,0.533596,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
152,'2020/04/15 17:23:00:024',3,0.175918,0.533596,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
153,'2020/04/15 17:23:00:053',3,0.175918,0.533596,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
154,'2020/04/15 17:23:00:082',3,0.175918,0.533596,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
155,'2020/04/15 17:23:00:116',3,0.175918,0.531396,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
156,'2020/04/15 17:23:00:165',3,0.175918,0.529065,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
157,'2020/04/15 17:23:00:194',3,0.173476,0.529065,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
158,'2020/04/15 17:23:00:227',3,0.173476,0.529065,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
159,'2020/04/15 17:23:00:260',3,0.173476,0.529065,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
160,'2020/04/15 17:23:00:293',3,0.173476,0.529065,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
161,'2020/04/15 17:23:00:326',3,0.173476,0.529065,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
162,'2020/04/15 17:23:00:357',3,0.173476,0.529065,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
163,'2020/04/15 17:23:00:391',3,0.173476,0.529065,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
164,'2020/04/15 17:23:00:422',3,0.173476,0.529065,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
165,'2020/04/15 17:23:00:450',3,0.173476,0.529065,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
166,'2020/04/15 17:23:00:483',3,0.173476,0.529065,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
167,'2020/04/15 17:23:00:517',3,0.173476,0.525641,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
168,'2020/04/15 17:23:00:547',3,0.173476,0.525641,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
169,'2020/04/15 17:23:00:579',3,0.173476,0.525641,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
170,'2020/04/15 17:23:00:613',3,0.173476,0.525641,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
171,'2020/04/15 17:23:00:643',3,0.173476,0.530352,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
172,'2020/04/15 17:23:00:676',3,0.173476,0.530352,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
173,'2020/04/15 17:23:00:707',3,0.17164,0.527659,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
174,'2020/04/15 17:23:00:743',3,0.17164,0.527659,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
175,'2020/04/15 17:23:00:786',3,0.17164,0.527659,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
176,'2020/04/15 17:23:00:820',3,0.17164,0.527659,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
177,'2020/04/15 17:23:00:853',3,0.17164,0.527659,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
178,'2020/04/15 17:23:00:887',3,0.17164,0.527659,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
179,'2020/04/15 17:23:00:916',3,0.17164,0.524534,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
180,'2020/04/15 17:23:00:950',3,0.17164,0.524534,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
181,'2020/04/15 17:23:00:980',3,0.17164,0.524534,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
182,'2020/04/15 17:23:01:013',3,0.17164,0.524534,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
183,'2020/04/15 17:23:01:044',3,0.17164,0.524534,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
184,'2020/04/15 17:23:01:079',3,0.17164,0.524534,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
185,'2020/04/15 17:23:01:108',3,0.17164,0.524534,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
186,'2020/04/15 17:23:01:140',3,0.17164,0.524534,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
187,'2020/04/15 17:23:01:172',3,0.17164,0.524534,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
188,'2020/04/15 17:23:01:205',3,0.17164,0.524534,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
189,'2020/04/15 17:23:01:237',3,0.17164,0.524534,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
190,'2020/04/15 17:23:01:270',3,0.17164,0.521474,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
191,'2020/04/15 17:23:01:301',3,0.17164,0.521474,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
192,'2020/04/15 17:23:01:333',3,0.17164,0.518896,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
193,'2020/04/15 17:23:01:366',3,0.17164,0.518896,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
194,'2020/04/15 17:23:01:415',3,0.17164,0.518896,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
195,'2020/04/15 17:23:01:444',3,0.17164,0.518896,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
196,'2020/04/15 17:23:01:475',3,0.17164,0.518896,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
197,'2020/04/15 17:23:01:507',3,0.174678,0.518896,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
198,'2020/04/15 17:23:01:540',3,0.174678,0.518896,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
199,'2020/04/15 17:23:01:575',3,0.174678,0.518896,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
200,'2020/04/15 17:23:01:606',3,0.174678,0.51529,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
201,'2020/04/15 17:23:01:637',3,0.172148,0.51529,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
202,'2020/04/15 17:23:01:671',3,0.172148,0.51529,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
203,'2020/04/15 17:23:01:698',3,0.168837,0.51529,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
204,'2020/04/15 17:23:01:731',3,0.168837,0.51529,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
205,'2020/04/15 17:23:01:765',3,0.168837,0.51529,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
206,'2020/04/15 17:23:01:798',3,0.168837,0.51529,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
207,'2020/04/15 17:23:01:828',3,0.170995,0.518102,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
208,'2020/04/15 17:23:01:861',3,0.170995,0.518102,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
209,'2020/04/15 17:23:01:892',3,0.173574,0.518102,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
210,'2020/04/15 17:23:01:925',3,0.173574,0.513389,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
211,'2020/04/15 17:23:01:956',3,0.175595,0.509834,357.836212,0,0.926269,0.694765,0.019521,0.904654,0.936096,0.065628,0.742189,0.145244,0.682491,0.04959,0.764308,0.939591,2,5
212,'2020/04/15 17:23:08:469',4,0.841357,0.244471,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
213,'2020/04/15 17:23:08:502',4,0.838232,0.248638,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
214,'2020/04/15 17:23:08:533',4,0.838232,0.248638,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
215,'2020/04/15 17:23:08:564',4,0.838232,0.248638,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
216,'2020/04/15 17:23:08:597',4,0.838232,0.244471,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
217,'2020/04/15 17:23:08:626',4,0.838232,0.244471,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
218,'2020/04/15 17:23:08:659',4,0.838232,0.244471,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
219,'2020/04/15 17:23:08:692',4,0.838232,0.244471,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
220,'2020/04/15 17:23:08:724',4,0.838232,0.244471,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
221,'2020/04/15 17:23:08:756',4,0.838232,0.244471,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
222,'2020/04/15 17:23:08:786',4,0.838232,0.244471,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
223,'2020/04/15 17:23:08:821',4,0.834364,0.248456,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
224,'2020/04/15 17:23:08:867',4,0.834364,0.248456,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
225,'2020/04/15 17:23:08:900',4,0.836063,0.248456,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
226,'2020/04/15 17:23:08:933',4,0.836063,0.248456,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
227,'2020/04/15 17:23:08:966',4,0.836063,0.248456,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
228,'2020/04/15 17:23:08:996',4,0.836063,0.248456,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
229,'2020/04/15 17:23:09:031',4,0.836063,0.242363,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
230,'2020/04/15 17:23:09:060',4,0.836063,0.242363,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
231,'2020/04/15 17:23:09:094',4,0.836063,0.242363,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
232,'2020/04/15 17:23:09:125',4,0.836063,0.242363,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
233,'2020/04/15 17:23:09:158',4,0.836063,0.242363,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
234,'2020/04/15 17:23:09:189',4,0.836063,0.242363,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
235,'2020/04/15 17:23:09:223',4,0.836063,0.242363,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
236,'2020/04/15 17:23:09:256',4,0.836063,0.242363,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
237,'2020/04/15 17:23:09:285',4,0.836063,0.242363,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
238,'2020/04/15 17:23:09:317',4,0.836063,0.242363,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
239,'2020/04/15 17:23:09:346',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
240,'2020/04/15 17:23:09:380',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
241,'2020/04/15 17:23:09:415',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
242,'2020/04/15 17:23:09:444',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
243,'2020/04/15 17:23:09:476',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
244,'2020/04/15 17:23:09:524',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
245,'2020/04/15 17:23:09:556',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
246,'2020/04/15 17:23:09:588',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
247,'2020/04/15 17:23:09:620',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
248,'2020/04/15 17:23:09:652',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
249,'2020/04/15 17:23:09:684',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
250,'2020/04/15 17:23:09:716',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
251,'2020/04/15 17:23:09:747',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
252,'2020/04/15 17:23:09:780',4,0.836063,0.237311,356.57724,0,0.328681,0.832447,0.201876,0.682433,0.444381,0.151892,0.403652,0.903589,0.771907,0.391061,0.637682,0.160188,7,3
